timestamp_PT,timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
12/29/1899,,,,,,,,,
